2024-08-27 17:02:26|211475120|Under way using engine|0|8.5816|53.5373|220.4
2024-08-27 17:02:27|211458150|Under way using engine|0|8.5834|53.538|216.3
2024-08-27 17:02:28|211706840|Moored|0|8.5769|53.5313|220.3
2024-08-27 17:02:37|211537690|Under way using engine|0|8.5778|53.5367|211.8
2024-08-27 17:02:38|211458150|Under way using engine|0|8.5834|53.538|215.1
2024-08-27 17:02:40|211221570|DLVW|55|15|9|3
2024-08-27 17:02:42|211599340|Under way using engine|0|8.5803|53.5365|86.2
2024-08-27 17:02:43|211233660|Not defined|0|8.5774|53.5364|55.3
2024-08-27 17:02:48|211458150|Under way using engine|0.1|8.5834|53.538|60.4
2024-08-27 17:02:52|211599340|Under way using engine|0.3|8.5802|53.5365|40
2024-08-27 17:02:53|211233660|Not defined|0|8.5774|53.5365|55.3
2024-08-27 17:02:57|211625350|Under way using engine|0|8.5657|53.5476|62.4
2024-08-27 17:03:00|245586000|Under way using engine|0|8.5665|53.5468|337.3
2024-08-27 17:03:01|211883410|false|53.5479|511|59|false
2024-08-27 17:03:03|211540110|Under way using engine|0|8.5775|53.5364|97.8
2024-08-27 17:03:03|211233660|Not defined|0|8.5774|53.5365|55.3
2024-08-27 17:03:03|211599340|Under way using engine|1.6|8.5802|53.5365|271
2024-08-27 17:03:04|211634880|Under way using engine|0|8.5721|53.545|310.8
2024-08-27 17:03:06|211537690|Under way using engine|0|8.5778|53.5367|194.6
2024-08-27 17:03:08|211458150|Under way using engine|0|8.5834|53.538|339.9
